k,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39,traj_40,traj_41,traj_42,traj_43,traj_44,traj_45,traj_46,traj_47,traj_48,traj_49
2501,0.4926029588164734,0.5025989604158336,0.5129948020791684,0.49820071971211516,0.5121951219512195,0.4926029588164734,0.5097960815673731,0.5101959216313474,0.4998000799680128,0.4946021591363455,0.5193922431027589,0.48980407836865253,0.5033986405437825,0.4882047181127549,0.4830067972810876,0.505797680927629,0.5005997600959616,0.49380247900839663,0.4878048780487805,0.476609356257497,0.5073970411835266,0.5109956017592963,0.500999600159936,0.5153938424630148,0.5021991203518592,0.49380247900839663,0.5013994402239105,0.4974010395841663,0.4918032786885246,0.5085965613754498,0.48220711715313874,0.49780087964814074,0.5033986405437825,0.48340663734506195,0.5141943222710915,0.49780087964814074,0.48340663734506195,0.5081967213114754,0.4958016793282687,0.4926029588164734,0.4910035985605758,0.4858056777289084,0.512594962015194,0.4950019992003199,0.502998800479808,0.4818072770891643,0.49380247900839663,0.5085965613754498,0.48620551779288285,0.5001999200319872
2551,0.49353194825558605,0.502548020384163,0.5135241081928655,0.5005880047040376,0.5139161113288906,0.4927479419835359,0.5099960799686397,0.5099960799686397,0.4998039984319875,0.4927479419835359,0.5205801646413172,0.48921991375931007,0.5056840454723638,0.49078792630341045,0.4841238729909839,0.5052920423363387,0.5001960015680126,0.4927479419835359,0.4880439043512348,0.4751078008624069,0.5084280674245394,0.5127401019208153,0.5009800078400627,0.5127401019208153,0.5017640141121129,0.4954919639357115,0.502156017248138,0.4970599764798118,0.4923559388475108,0.5096040768326147,0.4825558604468836,0.4974519796158369,0.5033320266562132,0.4813798510388083,0.5127401019208153,0.4982359858878871,0.48333986671893375,0.5056840454723638,0.49392395139161116,0.4915719325754606,0.4915719325754606,0.4852998823990592,0.5147001176009408,0.4954919639357115,0.5029400235201882,0.48059584476675815,0.4950999607996864,0.5084280674245394,0.4868678949431595,0.5029400235201882
2601,0.4936562860438293,0.5024990388312187,0.512879661668589,0.5001922337562476,0.5144175317185697,0.4936562860438293,0.5113417916186083,0.5078815840061515,0.5013456362937332,0.4940407535563245,0.5205690119184929,0.4913494809688581,0.5017301038062284,0.49019607843137253,0.48327566320645904,0.5044213763936948,0.4994232987312572,0.4932718185313341,0.48981161091887737,0.473279507881584,0.5086505190311419,0.5121107266435986,0.5013456362937332,0.5105728565936178,0.5001922337562476,0.49596309111880044,0.5001922337562476,0.49673202614379086,0.4928873510188389,0.507112648981161,0.4805843906189927,0.49634755863129565,0.5017301038062284,0.4828911956939639,0.5132641291810842,0.4986543637062668,0.48404459823144946,0.5051903114186851,0.4940407535563245,0.4944252210688197,0.4928873510188389,0.48981161091887737,0.5132641291810842,0.49596309111880044,0.5048058439061899,0.4801999231064975,0.49673202614379086,0.5078815840061515,0.4855824682814302,0.4998077662437524
2651,0.4952847981893625,0.5032063372312335,0.5111278762731045,0.4994341757827235,0.5133911731422105,0.49377593360995853,0.5081101471142965,0.5058468502451905,0.5016974726518295,0.4952847981893625,0.5239532251980384,0.4907582044511505,0.4994341757827235,0.48887212372689554,0.4835910976989815,0.5073557148245945,0.4998113919275745,0.4926442851754055,0.4907582044511505,0.47265182949830253,0.5073557148245945,0.5137683892870615,0.5013202565069785,0.5107506601282535,0.4979253112033195,0.4941531497548095,0.5009430403621274,0.49377593360995853,0.4907582044511505,0.5054696341003395,0.4809505846850245,0.4986797434930215,0.5016974726518295,0.4847227461335345,0.5130139569973595,0.4994341757827235,0.4858543945680875,0.5039607695209355,0.4918898528857035,0.4949075820445115,0.4911354205960015,0.4911354205960015,0.5126367408525084,0.4979253112033195,0.5020746887966805,0.48132780082987553,0.4964164466239155,0.5062240663900415,0.48698604300264053,0.4994341757827235
2701,0.4957423176601259,0.5031469825990373,0.5116623472787857,0.5001851166234728,0.5135135135135135,0.49352091817845245,0.5068493150684932,0.5075897815623843,0.5012958163643095,0.49463161791928917,0.520918178452425,0.49129951869677896,0.4972232506479082,0.48870788596815995,0.48500555349870417,0.5064790818215475,0.4979637171417993,0.49278045168456125,0.4894483524620511,0.47500925583117365,0.508700481303221,0.5142539800074046,0.503517215845983,0.51129211403184,0.4983339503887449,0.4931506849315068,0.5009255831173639,0.49278045168456125,0.48981858570899667,0.5053683820807109,0.481673454276194,0.4994446501295816,0.5009255831173639,0.484265087004813,0.5116623472787857,0.49870418363569047,0.48537578674564974,0.5053683820807109,0.4924102184376157,0.49500185116623474,0.4920399851906701,0.4905590522028878,0.5109218807848945,0.4972232506479082,0.5012958163643095,0.4820436875231396,0.4953720844131803,0.5068493150684932,0.4868567197334321,0.4994446501295816
2751,0.49472918938567795,0.5027262813522355,0.5110868774990912,0.5009087604507452,0.5139949109414759,0.49291166848418755,0.5078153398764086,0.5074518356961105,0.5009087604507452,0.4961832061068702,0.5209014903671392,0.4914576517629953,0.4983642311886587,0.48782260996001453,0.4867320974191203,0.5052708106143221,0.49727371864776443,0.495092693565976,0.4881861141403126,0.4743729552889858,0.5085423482370047,0.5158124318429662,0.5052708106143221,0.5107233733187931,0.49981824790985097,0.49291166848418755,0.5030897855325336,0.49291166848418755,0.4914576517629953,0.504543802253726,0.4798255179934569,0.500181752090149,0.5016357688113413,0.48455107233733186,0.5139949109414759,0.5012722646310432,0.4838240639767357,0.504907306434024,0.4914576517629953,0.49581970192657215,0.4910941475826972,0.49036713922210107,0.5110868774990912,0.4961832061068702,0.5019992729916394,0.48346055979643765,0.49363867684478374,0.5052708106143221,0.4867320974191203,0.49981824790985097
2801,0.4976794002142092,0.5019635844341307,0.5101749375223135,0.5023205997857908,0.5130310603355944,0.49482327740092824,0.5080328454123527,0.5062477686540521,0.5005355230274902,0.4955373081042485,0.520528382720457,0.4908961085326669,0.4991074616208497,0.48875401642270616,0.4862549089610853,0.5044626918957515,0.4980364155658693,0.4966083541592288,0.4876829703677258,0.47661549446626206,0.5073188147090325,0.5158871831488754,0.5044626918957515,0.5108889682256337,0.5041056765440914,0.49303820064262766,0.5048197072474117,0.49375223134594787,0.491253123884327,0.5026776151374509,0.4812566940378436,0.5005355230274902,0.5005355230274902,0.485183862906105,0.514459121742235,0.49946447697250984,0.4855408782577651,0.5066047840057123,0.4919671545876473,0.49446626204926813,0.4916101392359871,0.4926811852909675,0.5112459835772938,0.49518029275258835,0.5023205997857908,0.485183862906105,0.49518029275258835,0.5048197072474117,0.4858978936094252,0.5005355230274902
2851,0.49596632760434933,0.5019291476674851,0.5113995089442301,0.5001753770606805,0.5138547877937566,0.4952648193616275,0.5068397053665381,0.5061381971238162,0.5005261311820414,0.4949140652402666,0.5205191160996142,0.49000350754121363,0.4987723605752368,0.4896527534198527,0.4840406874780779,0.5036829182742897,0.4987723605752368,0.49596632760434933,0.488249736934409,0.4766748509294984,0.5075412136092599,0.516660820764644,0.5061381971238162,0.5106980007015083,0.502630655910207,0.4938618028761838,0.5033321641529288,0.49456331111890567,0.49070501578393544,0.5033321641529288,0.4798316380217468,0.5008768853034024,0.4987723605752368,0.4861452122062434,0.5138547877937566,0.4987723605752368,0.48789898281304805,0.5061381971238162,0.4924587863907401,0.4952648193616275,0.4935110487548229,0.492809540512101,0.5103472465801473,0.4952648193616275,0.5012276394247632,0.48368993335671695,0.4949140652402666,0.5029814100315678,0.48544370396352154,0.49982462293931956
2901,0.49396759738021373,0.5018958979662186,0.5098241985522234,0.49982764563943466,0.5136159944846604,0.4953464322647363,0.5087900723888314,0.5060324026197863,0.49948293691830403,0.49362288865908305,0.5201654601861427,0.4905205101689073,0.49706997587038954,0.49155463633229923,0.4853498793519476,0.5032747328507411,0.4956911409858669,0.4956911409858669,0.48879696656325405,0.47500861771802827,0.5077559462254395,0.5177524991382282,0.5084453636677008,0.5091347811099621,0.5015511892450879,0.4929334712168218,0.5032747328507411,0.4953464322647363,0.49362288865908305,0.5025853154084798,0.47948983109272664,0.5012064805239572,0.49948293691830403,0.4867287142364702,0.5129265770423992,0.49810410203378147,0.48879696656325405,0.5081006549465702,0.4922440537745605,0.49706997587038954,0.4932781799379524,0.49362288865908305,0.5115477421578766,0.494657014822475,0.5018958979662186,0.4843157531885557,0.4953464322647363,0.5036194415718718,0.48569458807307825,0.49982764563943466
2951,0.49440867502541513,0.5028803795323619,0.5089800067773637,0.5032192477126398,0.5110132158590308,0.4954252795662487,0.5066079295154186,0.5062690613351406,0.49847509318874955,0.49373093866485934,0.5201626567265334,0.49237546594374787,0.4977973568281938,0.4910199932226364,0.4849203659776347,0.5018637749915283,0.49508641138597087,0.497458488647916,0.48932565232124703,0.4750931887495764,0.5059301931548628,0.518468315825144,0.5066079295154186,0.5072856658759742,0.5018637749915283,0.4933920704845815,0.5049135886140291,0.49271433412402577,0.4933920704845815,0.5022026431718062,0.4798373432734666,0.5001694340901389,0.5005083022704168,0.4866147068790241,0.5133852931209759,0.497458488647916,0.4896645205015249,0.5083022704168079,0.49169772958319213,0.4971196204676381,0.49034225686208066,0.49406980684513724,0.5113520840393088,0.49440867502541513,0.5015249068112504,0.4849203659776347,0.49508641138597087,0.5045747204337513,0.48797017960013556,0.49915282954930534
3001,0.4955014995001666,0.5018327224258581,0.5088303898700434,0.5011662779073642,0.5124958347217594,0.4935021659446851,0.5054981672775741,0.5068310563145618,0.49750083305564813,0.4958347217594135,0.5211596134621793,0.49250249916694433,0.49850049983338884,0.49216927690769746,0.485838053982006,0.5031656114628457,0.4948350549816728,0.49616794401866043,0.49050316561146284,0.47650783072309233,0.5064978340553149,0.5164945018327224,0.5038320559813395,0.5038320559813395,0.5008330556481173,0.4911696101299567,0.506164611796068,0.49216927690769746,0.49216927690769746,0.5044985004998334,0.47984005331556145,0.49850049983338884,0.4995001666111296,0.48817060979673443,0.5121626124625125,0.49750083305564813,0.489836721092969,0.5084971676107964,0.489836721092969,0.4955014995001666,0.49083638787070977,0.49283572142619125,0.509830056647784,0.4958347217594135,0.49983338887037654,0.48450516494501833,0.4958347217594135,0.5054981672775741,0.48817060979673443,0.5001666111296235
3051,0.49590298262864635,0.5004916420845624,0.5077023926581449,0.501147164863979,0.5136020976728941,0.4936086529006883,0.5057358243198952,0.5090134382169781,0.49655850540806296,0.49524745984922974,0.5234349393641429,0.4945919370698132,0.49885283513602097,0.4939364142903966,0.485414618157981,0.5027859718125205,0.49524745984922974,0.4981973123566044,0.4893477548344805,0.4759095378564405,0.5096689609963946,0.5162241887905604,0.5054080629301868,0.5027859718125205,0.5004916420845624,0.4922976073418551,0.5063913470993117,0.4942641756801049,0.49262536873156343,0.5040970173713537,0.4801704359226483,0.5004916420845624,0.49918059652572927,0.48803670927564735,0.5136020976728941,0.4975417895771878,0.49098656178302197,0.5080301540478531,0.4916420845624385,0.49623074401835465,0.49131432317273027,0.4936086529006883,0.5057358243198952,0.49524745984922974,0.49918059652572927,0.4834480498197312,0.49590298262864635,0.50671910848902,0.4886922320550639,0.501147164863979
3101,0.4956465656239923,0.4998387616897775,0.5069332473395679,0.5017736214124476,0.5117703966462431,0.4927442760399871,0.5046759109964527,0.5079006772009029,0.4962915188648823,0.4946791357626572,0.5207997420187036,0.49338922928087714,0.4995162850693325,0.49371170590132213,0.4869396968719768,0.5053208642373428,0.49500161238310225,0.49887133182844245,0.4869396968719768,0.4779103514995163,0.507255723960013,0.5162850693324734,0.5062882940986778,0.5030635278942277,0.5008061915511125,0.49209932279909707,0.5075782005804579,0.4946791357626572,0.4940341825217672,0.5040309577555627,0.48081264108352145,0.5014511447920026,0.4975814253466624,0.4879071267333118,0.5143502096098033,0.4985488552079974,0.49209932279909707,0.5079006772009029,0.491131892937762,0.4985488552079974,0.49209932279909707,0.4927442760399871,0.5066107707191229,0.49371170590132213,0.4975814253466624,0.48435988390841667,0.4956465656239923,0.5075782005804579,0.48951950983553694,0.5004837149306676
3151,0.4953982862583307,0.4998413202158045,0.5055537924468423,0.5004760393525864,0.511583624246271,0.4944462075531577,0.5058711520152332,0.5077753094255791,0.4953982862583307,0.4953982862583307,0.5211044112980007,0.49381148841637573,0.49857188194224056,0.4931767692795938,0.48651221834338304,0.5039669946048874,0.4944462075531577,0.5007933989209775,0.48746429704855604,0.4788955887019994,0.5087273881307521,0.5150745794985718,0.5061885115836242,0.5033322754681053,0.5011107584893685,0.49127261186924787,0.5084100285623612,0.4950809266899397,0.4931767692795938,0.5036496350364964,0.48143446524912725,0.5014281180577594,0.4979371628054586,0.48873373532211994,0.5131704220882259,0.4979371628054586,0.4922246905744208,0.5080926689939702,0.4906378927324659,0.4973024436686766,0.49095525230085685,0.49349412884798477,0.5077753094255791,0.49476356712154873,0.4979371628054586,0.4849254205014281,0.4966677245318946,0.5068232307204062,0.48873373532211994,0.5004760393525864
3201,0.4951577631990003,0.4979693845673227,0.5042174320524836,0.49828178694158076,0.5092158700406123,0.49547016557325835,0.5048422368009997,0.5092158700406123,0.4948453608247423,0.49453295845048423,0.5198375507653858,0.4917213370821618,0.500156201187129,0.49422055607622617,0.48422368009996875,0.5045298344267416,0.49453295845048423,0.5026554201811934,0.48922211808809746,0.4764136207435177,0.5079662605435802,0.513901905654483,0.5054670415495158,0.5014058106841612,0.5026554201811934,0.4898469228366136,0.5082786629178382,0.49453295845048423,0.4948453608247423,0.5054670415495158,0.48078725398313027,0.49953139643861294,0.4967197750702905,0.4898469228366136,0.5129646985317089,0.4970321774445486,0.49203373945641987,0.5076538581693221,0.4885973133395814,0.4970321774445486,0.4907841299593877,0.4948453608247423,0.5079662605435802,0.4957825679475164,0.4979693845673227,0.48484848484848486,0.4967197750702905,0.5082786629178382,0.4879725085910653,0.5004686035613871
3251,0.4946170409104891,0.49861581051984005,0.5053829590895109,0.4992310058443556,0.5093817286988619,0.4949246385727468,0.5044601661027376,0.5121501076591818,0.4946170409104891,0.49677022454629344,0.5192248538911104,0.49092586896339585,0.50138418948016,0.493386650261458,0.48538911104275606,0.5044601661027376,0.4946170409104891,0.5041525684404798,0.4906182713011381,0.47831436481082745,0.5081513380498308,0.5127653029836973,0.5032297754537065,0.50138418948016,0.5029221777914488,0.48938788065210703,0.5078437403875731,0.49677022454629344,0.49584743155952016,0.5056905567517687,0.48077514610888955,0.49984620116887113,0.49707782220855123,0.48969547831436483,0.5124577053214395,0.4976930175330668,0.49123346662565365,0.5081513380498308,0.4875422946785604,0.49707782220855123,0.49031067363888037,0.4949246385727468,0.5084589357120886,0.4961550292217779,0.4992310058443556,0.4850815133804983,0.49584743155952016,0.5090741310366041,0.48569670870501386,0.5019993848046754
3301,0.4934868221750984,0.4989397152378067,0.5049984853074826,0.49833383823083915,0.5098455013632233,0.49378976067858227,0.5056043623144502,0.5107543168736747,0.4992426537412905,0.4953044531960012,0.5195395334747046,0.4907603756437443,0.5025749772796122,0.49318388367161464,0.48530748258103606,0.504392608300515,0.49318388367161464,0.5046955468039988,0.4904574371402605,0.48015752802181155,0.5074219933353529,0.5122690093910937,0.502877915783096,0.5019691002726446,0.5037867312935475,0.4892456831263254,0.5086337473492881,0.49742502272038774,0.49772796122387153,0.5068161163283853,0.48167222053923053,0.49863677673432294,0.49712208421690396,0.4910633141472281,0.5098455013632233,0.49712208421690396,0.4907603756437443,0.5089366858527719,0.4880339291123902,0.4959103302029688,0.48985156013329295,0.495607391699485,0.5062102393214177,0.4965162072099364,0.5001514692517419,0.4850045440775523,0.4946985761890336,0.5086337473492881,0.48712511360193883,0.4998485307482581
3351,0.4932855863921218,0.498358698895852,0.5052223216950165,0.4992539540435691,0.5088033422858849,0.4938824231572665,0.5040286481647269,0.5108922709638913,0.4986571172784244,0.4959713518352731,0.5186511489107729,0.4908982393315428,0.5037302297821545,0.4929871680095494,0.4873172187406744,0.5046254849298717,0.4923903312444047,0.5043270665472993,0.4914950760966876,0.4795583407937929,0.5058191584601611,0.5120859444941809,0.5037302297821545,0.5019397194867203,0.5043270665472993,0.4888093106535363,0.5085049239033125,0.4986571172784244,0.4986571172784244,0.5049239033124441,0.4819456878543718,0.4971650253655625,0.4962697702178454,0.4929871680095494,0.5102954341987467,0.4968666069829902,0.4905998209489705,0.5076096687555953,0.486123545210385,0.4947776783049836,0.4908982393315428,0.495076096687556,0.5067144136078783,0.4953745150701283,0.5016413011041481,0.4864219635929573,0.4944792599224112,0.5070128319904507,0.4876156371232468,0.5004476275738585
3401,0.4930902675683623,0.497794766245222,0.5045574830932079,0.49838282857982946,0.5080858571008527,0.49250220523375476,0.5039694207586004,0.5104381064392826,0.4989708909144369,0.4969126727433108,0.5169067921199647,0.4927962364010585,0.5045574830932079,0.49220817406645107,0.4872096442222876,0.5048515142605117,0.4936783299029697,0.5033813584239929,0.4927962364010585,0.47838870920317556,0.5051455454278153,0.5119082622758012,0.5039694207586004,0.5013231402528668,0.5036753895912967,0.4898559247280212,0.5092619817700677,0.49750073507791825,0.4980887974125257,0.502205233754778,0.4813290208762129,0.49838282857982946,0.4960305792413996,0.4936783299029697,0.5110261687738901,0.49485445457218463,0.49073801822993235,0.5072037635989415,0.4866215818876801,0.49485445457218463,0.4901499558953249,0.4927962364010585,0.5069097324316377,0.49456042340488093,0.5010291090855631,0.4875036753895913,0.49456042340488093,0.506615701264334,0.4869156130549838,0.5001470155836518
3451,0.49405969284265433,0.4957983193277311,0.5042016806722689,0.500144885540423,0.5068096203998841,0.4931903796001159,0.5050709939148073,0.5097073312083454,0.49927557229788466,0.4986960301361924,0.5172413793103449,0.4946392350043466,0.5047812228339612,0.49261083743842365,0.4882642712257317,0.504491451753115,0.49521877716603885,0.5033323674297305,0.4931903796001159,0.4775427412344248,0.504491451753115,0.5111561866125761,0.5056505360764996,0.502173283106346,0.5036221385105767,0.4908722109533469,0.5073891625615764,0.4972471747319617,0.4972471747319617,0.5027528252680382,0.48101999420457836,0.49927557229788466,0.49521877716603885,0.4949290060851927,0.5105766444508838,0.49550854824688495,0.49290060851926976,0.5079687047232686,0.48623587365980875,0.49550854824688495,0.4885540423065778,0.49405969284265433,0.5068096203998841,0.4946392350043466,0.5010141987829615,0.48710518690234716,0.49405969284265433,0.5050709939148073,0.486815415821501,0.5013039698638075
3501,0.4958583261925164,0.4950014281633819,0.5027135104255926,0.4981433876035418,0.506426735218509,0.4924307340759783,0.5067123678948872,0.5107112253641817,0.4995715509854327,0.49785775492716366,0.5161382462153671,0.4938588974578692,0.5044273064838618,0.4930019994287346,0.48871750928306196,0.5027135104255926,0.49557269351613825,0.5024278777492145,0.49185946872322195,0.4787203656098258,0.5035704084547272,0.5104255926878035,0.5069980005712653,0.5012853470437018,0.5041416738074835,0.4924307340759783,0.5067123678948872,0.4981433876035418,0.49557269351613825,0.5035704084547272,0.48014852899171667,0.49700085689802914,0.49700085689802914,0.4958583261925164,0.5092830619822908,0.4944301628106255,0.493573264781491,0.5084261639531562,0.48671808054841476,0.49414453013424736,0.48814624393030565,0.4938588974578692,0.5058554698657527,0.4944301628106255,0.5021422450728363,0.48814624393030565,0.49414453013424736,0.5052842045129963,0.48500428449014565,0.5012853470437018
3551,0.4967614756406646,0.4945085891298226,0.5035201351731906,0.4981695297099409,0.5068994649394537,0.49225570261898055,0.5043649676147564,0.5102787947057167,0.5004224162207829,0.4995775837792171,0.516192621796677,0.49591664319909884,0.504928189242467,0.49366375668825685,0.4902844269219938,0.5032385243593354,0.49422697831596735,0.5021120811039144,0.4908476485497043,0.4773303294846522,0.5040833568009011,0.5122500704027034,0.506054632497888,0.5015488594762039,0.5054914108701775,0.49000281610813856,0.5063362433117432,0.49845114052379613,0.49479019994367784,0.5026753027316249,0.4798648268093495,0.4967614756406646,0.49788791889608564,0.4973246972683751,0.5074626865671642,0.49591664319909884,0.4945085891298226,0.5088707406364404,0.48746831878344127,0.4945085891298226,0.48746831878344127,0.4945085891298226,0.5057730216840327,0.49366375668825685,0.5007040270346381,0.4897212052942833,0.4933821458744016,0.5052098000563222,0.486060264714165,0.5001408054069276
3601,0.4976395445709525,0.4959733407386837,0.5023604554290475,0.49930574840322134,0.5070813662871425,0.4940294362677034,0.5029158567064704,0.5081921688419884,0.49930574840322134,0.5001388503193558,0.516245487364621,0.49569564009997225,0.5043043599000278,0.49291863371285755,0.4904193279644543,0.502638156067759,0.49430713690641487,0.502082754790336,0.4898639266870314,0.4784782004998612,0.5043043599000278,0.510969175229103,0.506803665648431,0.5023604554290475,0.5040266592613163,0.49014162732574285,0.5054151624548736,0.4990280477645099,0.49569564009997225,0.5040266592613163,0.48097750624826435,0.49736184393224103,0.49847264648708695,0.4968064426548181,0.5084698694806998,0.49569564009997225,0.4954179394612608,0.5084698694806998,0.48847542349347406,0.49458483754512633,0.4879200222160511,0.4934740349902805,0.5054151624548736,0.49430713690641487,0.5004165509580673,0.49153013051930017,0.4923632324354346,0.5048597611774507,0.48514301582893643,0.4987503471257984
3651,0.4973979731580389,0.4957545877841687,0.5020542317173378,0.5001369487811559,0.5061626951520132,0.4952067926595453,0.5028759244042728,0.5089016707751302,0.5006847439057792,0.4987674609695974,0.5160230073952342,0.49630238290879214,0.5050671049027664,0.49274171459874005,0.49000273897562313,0.5034237195288962,0.4957545877841687,0.5012325390304027,0.49000273897562313,0.4795946316077787,0.5050671049027664,0.5113667488359354,0.5050671049027664,0.5015064365927143,0.5036976170912079,0.4910983292248699,0.5069843878389483,0.5015064365927143,0.4968501780334155,0.5047932073404546,0.4795946316077787,0.4984935634072857,0.4987674609695974,0.49630238290879214,0.5083538756505067,0.4957545877841687,0.49274171459874005,0.5086277732128184,0.48808545603944126,0.49356340728567516,0.48890714872637636,0.49328950972336344,0.5058887975897014,0.49548069022185703,0.5015064365927143,0.4910983292248699,0.4913722267871816,0.504519309778143,0.485620377978636,0.4987674609695974
3701,0.49500135098621995,0.4941907592542556,0.5036476627938395,0.5004052958659821,0.5055390435017563,0.49554174547419616,0.5020264793299108,0.5068900297216968,0.49986490137800593,0.49959470413401785,0.5166171305052688,0.49743312618211294,0.5049986490137801,0.49283977303431503,0.49256957579032695,0.5031072683058633,0.4968927316941367,0.502566873817887,0.4906781950824102,0.4793299108349095,0.5041880572818157,0.512023777357471,0.5066198324777087,0.5031072683058633,0.5055390435017563,0.49094839232639825,0.5068900297216968,0.5006754931099703,0.49797352067008915,0.5052688462577681,0.4812212915428263,0.49851391515806537,0.49797352067008915,0.49554174547419616,0.507160226965685,0.49500135098621995,0.49283977303431503,0.5087814104296137,0.4877060253985409,0.49554174547419616,0.48851661713050526,0.49310997027830317,0.5049986490137801,0.4958119427181843,0.5009456903539584,0.49013780059443396,0.49148878681437447,0.5033774655498514,0.48581464469062413,0.49851391515806537
3751,0.4969341508930952,0.49586776859504134,0.5027992535323914,0.5003998933617702,0.5046654225539856,0.494534790722474,0.5022660623833645,0.5086643561716876,0.49853372434017595,0.4993335110637163,0.515862436683551,0.4990669154892029,0.505465209277526,0.4921354305518528,0.49293521727539324,0.5033324446814182,0.4969341508930952,0.501999466808851,0.4897360703812317,0.480138629698747,0.5046654225539856,0.5110637163423087,0.5078645694481472,0.5046654225539856,0.5043988269794721,0.48920287923220473,0.505465209277526,0.4993335110637163,0.4974673420421221,0.5038656358304452,0.4812050119968009,0.49853372434017595,0.4977339376166356,0.4950679818715009,0.5075979738736337,0.49480138629698744,0.4932018128499067,0.5097307384697414,0.4878699013596374,0.4950679818715009,0.48920287923220473,0.49266862170087977,0.5051986137030126,0.4953345774460144,0.5017328712343375,0.4881364969341509,0.49053585710477204,0.5049320181284991,0.48627032791255664,0.4982671287656625
3801,0.4972375690607735,0.4956590370955012,0.5019731649565904,0.501446987634833,0.505130228887135,0.4938174164693502,0.5019731649565904,0.5074980268350434,0.4980268350434096,0.5001315443304394,0.5159168639831623,0.4990791896869245,0.505130228887135,0.49171270718232046,0.49197579584319917,0.50407787424362,0.4975006577216522,0.5009208103130756,0.489344909234412,0.48013680610365694,0.5059194948697711,0.5111812680873454,0.5067087608524072,0.505130228887135,0.5056564062088924,0.49039726387792687,0.5043409629044988,0.4990791896869245,0.4967113917390161,0.505130228887135,0.47934754012102077,0.4977637463825309,0.4977637463825309,0.4967113917390161,0.5077611154959222,0.4943435937911076,0.4909234411996843,0.5090765588003157,0.489344909234412,0.494869771112865,0.49039726387792687,0.4906603525388056,0.505130228887135,0.4953959484346225,0.5019731649565904,0.48855564325177586,0.4890818205735333,0.5059194948697711,0.4861878453038674,0.4996053670086819
3851,0.49753310828356273,0.4970137626590496,0.5006491820306413,0.5014282004674111,0.5035055829654635,0.49441703453648406,0.5029862373409504,0.507920020773825,0.49753310828356273,0.5011685276551545,0.514931186704752,0.4988314723448455,0.5063619839002856,0.4902622695403791,0.49233965203843155,0.5027265645286938,0.49805245390807584,0.5003895092183849,0.4905219423526357,0.4801350298623734,0.5066216567125422,0.5120747857699299,0.5071410023370553,0.5045442742144898,0.5042846014022332,0.48896390547909635,0.5042846014022332,0.4993508179693586,0.4962347442222799,0.5048039470267462,0.4806543754868865,0.49779278109581926,0.49805245390807584,0.4957153985977668,0.5086990392105947,0.4941573617242275,0.49285899766294466,0.5084393663983381,0.4907816151648922,0.4959750714100234,0.4905219423526357,0.4910412879771488,0.5048039470267462,0.4946767073487406,0.5029862373409504,0.48870423266683977,0.4905219423526357,0.5074006751493119,0.4863671773565308,0.5003895092183849
3901,0.4965393488849013,0.4965393488849013,0.5003845167905665,0.5001281722635221,0.5032043065880544,0.49577031530376825,0.5039733401691874,0.50884388618303,0.49730838246603437,0.5014098948987439,0.5137144321968726,0.49730838246603437,0.5060240963855421,0.4916688028710587,0.49295052550628043,0.502178928479877,0.49730838246603437,0.49884644962830044,0.490387080235837,0.48064598820815174,0.5078185080748526,0.5132017431427839,0.5070494744937195,0.5049987182773648,0.5044860292232761,0.48910535760061524,0.5032043065880544,0.4996154832094335,0.49628300435785694,0.5032043065880544,0.4809023327351961,0.49730838246603437,0.4980774160471674,0.49577031530376825,0.5078185080748526,0.4934632145603691,0.4926941809792361,0.5083311971289413,0.48936170212765956,0.49705203793899,0.4906434247628813,0.4916688028710587,0.5034606511150987,0.4947449371955909,0.50294796206101,0.490387080235837,0.4908997692899257,0.5062804409125865,0.48705460138426043,0.5001281722635221
3951,0.49683624398886356,0.4978486459124272,0.5006327512022273,0.5011389521640092,0.5034168564920274,0.4953176411035181,0.5034168564920274,0.5082257656289547,0.49683624398886356,0.4993672487977727,0.5125284738041003,0.49835484687420906,0.5056947608200456,0.4915211338901544,0.4912680334092635,0.5029106555302455,0.49810174639331817,0.49810174639331817,0.4915211338901544,0.48316881802075423,0.5067071627436092,0.5143001771703366,0.5082257656289547,0.5046823588964819,0.5031637560111364,0.49025563148569984,0.5036699569729183,0.4996203492786636,0.49810174639331817,0.5029106555302455,0.480890913692736,0.49683624398886356,0.4986079473551,0.49607694254619084,0.5067071627436092,0.49506454062262717,0.4935459377372817,0.5084788661098456,0.4900025310048089,0.49759554543153633,0.49101493292837256,0.49278663629460895,0.5036699569729183,0.4953176411035181,0.5013920526449,0.489749430523918,0.489749430523918,0.5064540622627183,0.48721842571500884,0.5011389521640092
